name,id,id_pelicula,revenue
StudioCanal,694.0,47018,0.0
Cinéa,874.0,47018,0.0
Euston Films,8363.0,47018,0.0
Freeway Films,19316.0,47018,0.0
European Co-production Fund,30226.0,47018,0.0
Polygram Filmed Entertainment,31080.0,47018,0.0
Orsans Productions,44821.0,47018,0.0
Havoc,406.0,687,39363635.0
PolyGram Filmed Entertainment,1382.0,687,39363635.0
Working Title Films,10163.0,687,39363635.0
Sony New Technologies,53390.0,139405,0.0
Dualstar Productions,6130.0,33689,0.0
Warner Bros.,6194.0,33689,0.0
Rysher Entertainment,11661.0,33689,0.0
Orr & Cruickshank,89131.0,33689,0.0
Paramount Pictures,4.0,9603,0.0
Miramax,53009.0,34615,676525.0
Distant Horizon,85681.0,34615,676525.0
Alpine Pty Limited,89840.0,34615,676525.0
British Screen,871.0,31174,0.0
Mayfair Entertainment International,34237.0,31174,0.0
Caravan Pictures,175.0,11443,0.0
Underworld Entertainment,476.0,11443,0.0
Hollywood Pictures,915.0,11443,0.0
Miramax Films,14.0,35196,0.0
New Line Cinema,12.0,9312,122195920.0
Threshold Entertainment,4174.0,9312,122195920.0
The Rank Organisation,364.0,577,21284514.0
Columbia Pictures Corporation,441.0,577,21284514.0
Universal Pictures,33.0,11861,23574130.0
Amblin Entertainment,56.0,11861,23574130.0
New Line Cinema,12.0,807,327311859.0
Juno Pix,4286.0,807,327311859.0
Cecchi Gori Pictures,65394.0,807,327311859.0
Walt Disney Pictures,2.0,10530,346079773.0
Walt Disney Feature Animation,10217.0,10530,346079773.0
Alliance Communications Corporation,2480.0,8391,0.0
Blue Parrot Productions,361.0,629,23341568.0
Bad Hat Harry Productions,9168.0,629,23341568.0
Miramax Films,14.0,11448,6700000.0
Magnolia Pictures,1030.0,11448,6700000.0
Walt Disney Pictures,2.0,26441,0.0
Caravan Pictures,175.0,26441,0.0
Miramax Films,14.0,97406,0.0
CiBy 2000,7832.0,97406,0.0
Telefilm Canada,7320.0,124057,0.0
Melenny Productions,10260.0,124057,0.0
Paramount Pictures,4.0,9089,17519169.0
Egg Pictures,802.0,9089,17519169.0
PolyGram Filmed Entertainment,1382.0,9089,17519169.0
Paramount Pictures,4.0,11359,0.0
Columbia Pictures Corporation,441.0,11359,0.0
The Kennedy/Marshall Company,862.0,11359,0.0
Paramount Pictures,4.0,17182,0.0
Hollywood Pictures,915.0,2054,106269971.0
The Charlie Mopic Company,916.0,2054,106269971.0
PolyGram Filmed Entertainment,1382.0,2054,106269971.0
Interscope Communications,10201.0,2054,106269971.0
Miramax Films,14.0,10607,0.0
Island Pictures,3492.0,10607,0.0
Ivory Way Productions,5441.0,10607,0.0
Warner Bros.,6194.0,19760,0.0
Morgan Creek Productions,10210.0,19760,0.0
Metro-Goldwyn-Mayer (MGM),8411.0,9536,0.0
Motion Picture Corporation of America (MPCA),11061.0,9536,0.0
3 Arts Entertainment,36390.0,9536,0.0
Weasel Productions,38003.0,9536,0.0
New Line Cinema,12.0,11525,2409225.0
Miramax Films,14.0,40628,0.0
Renn Productions,82.0,4482,0.0
Les Films Flam,1614.0,4482,0.0
TF1 Films Production,3823.0,4482,0.0
Canal+,5358.0,4482,0.0
New Line Cinema,12.0,10634,28215918.0
A Band Apart,59.0,755,25836616.0
Dimension Films,7405.0,755,25836616.0
Los Hooligans Productions,11705.0,755,25836616.0
Miramax,53009.0,755,25836616.0
Silver Pictures,1885.0,11859,11534477.0
Warner Bros.,6194.0,11859,11534477.0
Castleberg Productions,5841.0,28387,718490.0
Sandollar Productions,5842.0,28387,718490.0
Les Films 13,1742.0,48750,0.0
Canal+,5358.0,48750,0.0
TF1,22123.0,48750,0.0
New Line Cinema,12.0,20927,19030691.0
Juno Pix,4286.0,20927,19030691.0
Warner Bros.,6194.0,36929,2042530.0
Morgan Creek Productions,10210.0,36929,2042530.0
The Movie Network (TMN),3388.0,9102,5781885.0
Allegro Films,4899.0,9102,5781885.0
Fuji Eight Company Ltd.,7958.0,9102,5781885.0
Fries Film Group,23096.0,9102,5781885.0
Super Ecran,23097.0,9102,5781885.0
Triumph Films,23098.0,9102,5781885.0
Zweites Deutsches Fernsehen (ZDF),4606.0,124626,0.0
Ciak Filmproduktion,83201.0,124626,0.0
Bluehorse Films,93174.0,124626,0.0
Miramax Films,14.0,27526,0.0
Columbia Pictures Corporation,441.0,9623,0.0
I.R.I.B. Channel 2,38953.0,46785,0.0
Ferdos Films,38954.0,46785,0.0
Miramax Films,14.0,400,529766.0
Bergen Film,575.0,880,0.0
Bard Entertainments,576.0,880,0.0
NPS Televisie,577.0,880,0.0
BET Pictures,38196.0,146599,0.0
United Image Entertainme,38197.0,146599,0.0
Playhouse International Pictures,2492.0,8447,0.0
The Samuel Goldwyn Company,8888.0,8447,0.0
Hollywood Pictures,915.0,10534,10300000.0
Largo Entertainment,1644.0,10534,10300000.0
Scott Free Productions,1645.0,10534,10300000.0
Twentieth Century Fox Film Corporation,306.0,17414,0.0
Joe Wizan/Todd Black,3311.0,17414,0.0
Paramount Pictures,4.0,13997,32.0
Paramount Pictures,4.0,2086,8175346.0
Miramax Films,14.0,61548,0.0
Addis Wechsler Pictures,4665.0,61548,0.0
TriStar Pictures,559.0,9095,12379402.0
NFH Productions,18737.0,9095,12379402.0
Paramount Pictures,4.0,12158,19800000.0
Miramax Films,14.0,9283,0.0
Woods Entertainment,979.0,9283,0.0
Twentieth Century Fox Film Corporation,306.0,9208,150270147.0
WCG Entertainment Productions,456.0,9208,150270147.0
Mark Gordon Productions,11362.0,9208,150270147.0
Castle Rock Entertainment,97.0,40154,0.0
Midwinter Films,75942.0,40154,0.0
Egg Pictures,802.0,406,0.0
PolyGram Filmed Entertainment,1382.0,406,0.0
Canal+,5358.0,406,0.0
Les Productions Lazennec,5869.0,406,0.0
La Sept Cinéma,16366.0,406,0.0
Kasso Inc. Productions,22684.0,406,0.0
Studio Image,68517.0,406,0.0
Cofinergie 6,68518.0,406,0.0
Channel Four Films,181.0,45549,0.0
British Broadcasting Corporation (BBC),3324.0,63076,0.0
Westdeutscher Rundfunk (WDR),7025.0,63076,0.0
Canadian Broadcasting Corporation (CBC),12113.0,63076,0.0
Cinemax Reel Life,12911.0,63076,0.0
InPictures,12912.0,63076,0.0
Lafayette Films,12913.0,63076,0.0
Columbia Pictures,5.0,11062,0.0
Castle Rock Entertainment,97.0,11062,0.0
Gracie Films,18.0,13685,560069.0
Columbia Pictures Corporation,441.0,13685,560069.0
Touchstone Pictures,9195.0,47475,0.0
Metro-Goldwyn-Mayer (MGM),8411.0,2045,0.0
Dino De Laurentiis Company,10308.0,2045,0.0
Spelling Films,10355.0,2045,0.0
Universal Pictures,33.0,9614,41205099.0
Brillstein-Grey Entertainment,1606.0,9614,41205099.0
Robert Simonds Productions,3929.0,9614,41205099.0
Amblin Entertainment,56.0,688,182016617.0
Malpaso Productions,171.0,688,182016617.0
Warner Bros.,6194.0,688,182016617.0
Walt Disney Pictures,2.0,10874,34327391.0
Jim Henson Productions,2504.0,10874,34327391.0
"Jim Henson Company, The",6254.0,10874,34327391.0
Icon Entertainment International,4564.0,197,210000000.0
The Ladd Company,7965.0,197,210000000.0
B.H. Finance C.V.,11353.0,197,210000000.0
Columbia Pictures Corporation,441.0,103,28262574.0
Italo/Judeo Productions,46059.0,103,28262574.0
Bill/Phillips,46060.0,103,28262574.0
New Line Cinema,12.0,33542,32392047.0
Golden Harvest Company,2521.0,33542,32392047.0
Caravan Pictures,175.0,43566,0.0
Hollywood Pictures,915.0,43566,0.0
Téléfilm Canada,806.0,71754,0.0
Skyline Films,2055.0,71754,0.0
Malofilm,3498.0,71754,0.0
Société de Développement des Entreprises Culturelles (SODEC),9116.0,71754,0.0
British Screen Productions,12745.0,71754,0.0
National Film Board of Canada (NFB),17027.0,71754,0.0
imX Communications,22150.0,71754,0.0
Glace Bay Pictures,38673.0,71754,0.0
Ciné Télé Action,38674.0,71754,0.0
Nova Scotia Film Development Corporation,40534.0,71754,0.0
Ranfilm,85045.0,71754,0.0
France 2 Cinéma,83.0,43612,0.0
France 3 Cinéma,591.0,43612,0.0
StudioCanal,694.0,43612,0.0
Les Productions du Champ Poirier,883.0,43612,0.0
Téléma Productions,885.0,43612,0.0
Bavaria Film and Television Fund,3236.0,16934,0.0
TriStar Pictures,559.0,10324,0.0
Motion Picture Corporation of America (MPCA),11061.0,10324,0.0
Savoy Pictures,11308.0,78406,6278139.0
TriStar Pictures,559.0,55731,0.0
Paramount Pictures,4.0,11066,70100000.0
Jet Tone Production,540.0,11104,0.0
The Criterion Collection,10932.0,11104,0.0
Cecchi Gori Group Tiger Cinematografica,371.0,37975,0.0
Miramax Films,14.0,2074,14702438.0
Studio Babelsberg,264.0,27793,0.0
Dieter Geissler Filmproduktion,1766.0,27793,0.0
Cinevox Filmproduktion GmbH,1979.0,27793,0.0
Warner Bros.,6194.0,27793,0.0
Miramax,53009.0,27793,0.0
Canal Horizons,22029.0,44284,0.0
Mat Films,22618.0,44284,0.0
Cinétéléfilms,71842.0,44284,0.0
Fine Line Features,8.0,73067,0.0
Channel Four Films,181.0,73067,0.0
Bórd Scannán na hÉireann,1898.0,73067,0.0
Canal+,5358.0,73067,0.0
Paramount Pictures,4.0,11863,9851610.0
Cigua Films,93488.0,55475,0.0
D'Pelicula,93489.0,55475,0.0
Twentieth Century Fox Film Corporation,306.0,9101,0.0
Couch Potatoe Productions,68229.0,123360,0.0
Channel Four Films,181.0,39428,0.0
Academy,38778.0,39428,0.0
Mayfair Films,94477.0,39428,0.0
Iberoamerica Films,94478.0,39428,0.0
Cinergi Pictures Entertainment,1504.0,9302,0.0
Touchstone Pictures,9195.0,9302,0.0
United Artists,60.0,11000,185260553.0
Fox Searchlight Pictures,43.0,16388,0.0
Columbia Pictures,5.0,9737,141407024.0
Don Simpson/Jerry Bruckheimer Films,10288.0,9737,141407024.0
Warner Bros.,6194.0,30765,0.0
New Line Cinema,12.0,10474,0.0
Island Pictures,3492.0,10474,0.0
Fine Line Features,8.0,22279,851545.0
BBC,5996.0,22279,851545.0
British Screen Productions,12745.0,22279,851545.0
Portman Productions,16027.0,22279,851545.0
Channel Four Films,181.0,30157,0.0
Zenith Entertainment,3644.0,30157,0.0
American Playhouse,3906.0,30157,0.0
Union Générale Cinématographique (UGC),7248.0,30157,0.0
La Sept Cinéma,16366.0,30157,0.0
True Fiction Pictures,37909.0,30157,0.0
Imagine Entertainment,23.0,568,355237933.0
Universal Pictures,33.0,568,355237933.0
United Artists,60.0,11780,31596911.0
Talisman Productions,8989.0,11780,31596911.0
October Films,236.0,34996,0.0
Guild,1214.0,34996,0.0
Fastnet Films,5353.0,34996,0.0
Warner Bros.,6194.0,414,336529144.0
Polygram Filmed Entertainment,31080.0,414,336529144.0
Paris Films Productions,386.0,649,0.0
Five Films,387.0,649,0.0
Robert et Raymond Hakim,11290.0,649,0.0
Columbia Pictures,5.0,1873,0.0
Castle Rock Entertainment,97.0,1873,0.0
Miramax Films,14.0,5894,1275000.0
InterAL,30334.0,5894,1275000.0
PolyGram Filmed Entertainment,1382.0,1775,178104.0
Universal Pictures,33.0,8839,287928194.0
Amblin Entertainment,56.0,8839,287928194.0
The Harvey Entertainment Company,11098.0,8839,287928194.0
Universal Pictures,33.0,20649,13071518.0
40 Acres & A Mule Filmworks,4319.0,20649,13071518.0
Paramount Pictures,4.0,10329,152022101.0
"Kennedy/Marshall Company, The",7383.0,10329,152022101.0
Hollywood Pictures,915.0,8963,157387195.0
Don Simpson/Jerry Bruckheimer Films,10288.0,8963,157387195.0
Superior Pictures,4532.0,26564,3174695.0
Columbia Pictures,5.0,8068,25405445.0
Los Hooligans Productions,11705.0,8068,25405445.0
TriStar Pictures,559.0,8512,16140822.0
Mundy Lane Entertainment,2510.0,8512,16140822.0
Twentieth Century Fox Film Corporation,306.0,1572,366101666.0
Cinergi Pictures Entertainment,1504.0,1572,366101666.0
Why Not Productions,729.0,13552,0.0
Desperate Pictures,1474.0,13552,0.0
Blurco,2765.0,13552,0.0
The Teen Angst Movie Company,18902.0,13552,0.0
Touchstone Pictures,9195.0,259209,0.0
Merchant Ivory Productions,20740.0,259209,0.0
Columbia Pictures Corporation,441.0,6520,127600435.0
First Knight Productions,10158.0,6520,127600435.0
Regency Enterprises,508.0,9073,0.0
Alcor Films,644.0,9073,0.0
Canal+,5358.0,9073,0.0
Donner/Shuler-Donner Productions,5739.0,9073,0.0
Warner Bros.,6194.0,9073,0.0
United Artists,60.0,10428,7563728.0
Suftley,87394.0,10428,7563728.0
The Booking Office,12909.0,17447,0.0
Workin' Man Films,12910.0,17447,0.0
TriStar Pictures,559.0,9886,19075720.0
Alliance Communications Corporation,2480.0,9886,19075720.0
Hollywood Pictures,915.0,9482,113493481.0
Cinergi Pictures Entertainment,1504.0,9482,113493481.0
TriStar Pictures,559.0,19326,17014653.0
Miramax Films,14.0,9344,7412216.0
JDI productions,13187.0,9071,1148752.0
Lemon Sky Productions,13190.0,9071,1148752.0
United Artists,60.0,8973,0.0
Seraphim Films,3557.0,8973,0.0
The Ontario Film Development Corporation,1203.0,15730,0.0
First Choice Films,2267.0,15730,0.0
Atlantis Films,4350.0,15730,0.0
Telefilm Canada,7320.0,15730,0.0
Max Films Productions,7828.0,15730,0.0
Super Écran,11578.0,15730,0.0
Société Générale des Industries Culturelles du Québec (SOGIC),35859.0,15730,0.0
Touchstone Pictures,9195.0,47608,15453274.0
Universal Pictures,33.0,2293,2122561.0
Gramercy Pictures,37.0,2293,2122561.0
Alphaville Films,11462.0,2293,2122561.0
View Askew Productions,16934.0,2293,2122561.0
Twentieth Century Fox Film Corporation,306.0,9070,66000000.0
Saban Entertainment,2106.0,9070,66000000.0
Toei Company,9255.0,9070,66000000.0
PolyGram Filmed Entertainment,1382.0,68274,0.0
Working Title Films,10163.0,68274,0.0
Comet Film Produktion GmbH,16561.0,48787,1.0
Avrora Media,38959.0,48787,1.0
Cobblestone Pictures,38960.0,48787,1.0
Kino Link Company,37897.0,34574,0.0
Columbia Pictures,5.0,1642,110627965.0
Twentieth Century Fox Film Corporation,306.0,11472,69660733.0
1492 Pictures,436.0,11472,69660733.0
Party Productions,37890.0,36196,472370.0
Dimension Films,7405.0,11980,16.0
Playhouse International Pictures,2492.0,58372,0.0
American Playhouse,3906.0,58372,0.0
"Samuel Goldwyn Company, The",28205.0,58372,0.0
Killer Films,1422.0,32646,0.0
American Playhouse,3906.0,32646,0.0
Kardana Films,38692.0,32646,0.0
Chemical Films,39861.0,32646,0.0
Hollywood Pictures,915.0,10533,10382407.0
Cinergi Pictures Entertainment,1504.0,10533,10382407.0
United Artists,60.0,10802,20350754.0
Le Studio Canal+,183.0,10802,20350754.0
Carolco Pictures,14723.0,10802,20350754.0
Miramax Films,14.0,10149,8349430.0
Spring Creek Productions,705.0,18402,50892160.0
Warner Bros.,6194.0,18402,50892160.0
Hawn / Sylbert Movie Company,16368.0,18402,50892160.0
Metro-Goldwyn-Mayer (MGM),8411.0,9348,113374103.0
Malpaso Productions,171.0,139408,0.0
Butcher's Run Films,3864.0,139408,0.0
Warner Bros.,6194.0,139408,0.0
Lightstorm Entertainment,574.0,281,7959291.0
Beta Film,1080.0,5967,0.0
Madeleine Films,1147.0,5967,0.0
Parc Film,14680.0,5967,0.0
Hollywood Pictures,915.0,79593,5780000.0
PolyGram Filmed Entertainment,1382.0,79593,5780000.0
Interscope Communications,10201.0,79593,5780000.0
Savoy Pictures,11308.0,47939,7025496.0
Société Française de Production (SFP),6849.0,36834,339889.0
FIT Productions,16026.0,36834,339889.0
Portman Productions,16027.0,36834,339889.0
Universal Pictures,33.0,9090,47774193.0
Amblin Entertainment,56.0,9090,47774193.0
Regency Enterprises,508.0,3512,104324083.0
Warner Bros.,6194.0,3512,104324083.0
Seagal/Nasso Productions,17825.0,3512,104324083.0
Victor Company of Japan (JVC),21480.0,3512,104324083.0
Cutting Edge Films,63906.0,3512,104324083.0
Hollywood Pictures,915.0,52856,0.0
Twentieth Century Fox Film Corporation,306.0,9560,50012507.0
Zucker Brothers Productions,2851.0,9560,50012507.0
Universal Pictures,33.0,9804,264218220.0
Gordon Company,1073.0,9804,264218220.0
Davis Entertainment,1302.0,9804,264218220.0
Licht/Mueller Film Corporation,6092.0,9804,264218220.0
HBO,6068.0,31611,0.0
A BandApart,6911.0,31611,0.0
Rysher Entertainment,11661.0,31611,0.0
United Artists,60.0,65796,0.0
Paramount Pictures,4.0,49805,0.0
Twentieth Century Fox Film Corporation,306.0,26258,0.0
Canal+,5358.0,50797,2616503.0
Studio Trite,6453.0,50797,2616503.0
Caméra One,6454.0,50797,2616503.0
PolyGram Audiovisuel,6367.0,19155,763847.0
British Screen Productions,12745.0,19155,763847.0
Detour Film Production,98.0,76,5535405.0
Warner Bros.,6194.0,76,5535405.0
Jack Giarraputo Productions,6365.0,11017,26488734.0
Spelling Films International,18189.0,37141,0.0
Regency Enterprises,508.0,9382,23450000.0
Alcor Films,644.0,9382,23450000.0
Canal+,5358.0,9382,23450000.0
New Regency Pictures,10104.0,9382,23450000.0
Hera Productions,16192.0,9382,23450000.0
Universal Pictures,33.0,6715,0.0
Island World,1595.0,6715,0.0
Full Moon Entertainment,4867.0,18256,0.0
The Rank Organisation,364.0,22625,0.0
Bórd Scannán na hÉireann,1898.0,22625,0.0
Lantana,4127.0,22625,0.0
Price Entertainment,23808.0,22625,0.0
Miramax Films,14.0,2292,3151130.0
View Askew Productions,16934.0,2292,3151130.0
New Line Cinema,12.0,1909,22200000.0
American Zoetrope,70.0,1909,22200000.0
Warner Bros.,6194.0,8984,214015089.0
Baltimore Pictures,11407.0,8984,214015089.0
Keystone Pictures,15709.0,61813,0.0
Dream Man Productions Inc,52095.0,61813,0.0
Paramount Pictures,4.0,4954,0.0
Savoy Pictures,11308.0,62488,0.0
Rysher Entertainment,11661.0,62488,0.0
Fine Line Features,8.0,10531,0.0
Channel Four Films,181.0,10531,0.0
Capitol Films,826.0,10531,0.0
TF1 Films Production,3823.0,10531,0.0
Canal+,5358.0,10531,0.0
Flach Film,8277.0,10531,0.0
Les Films de l'Astre,68141.0,10531,0.0
Castle Rock Entertainment,97.0,11929,0.0
Columbia Pictures Corporation,441.0,11929,0.0
New Line Cinema,12.0,8467,247275374.0
Motion Picture Corporation of America (MPCA),11061.0,8467,247275374.0
Ang Lee Productions,5528.0,10451,7294403.0
Good Machine,10565.0,10451,7294403.0
Central Motion Pictures,25345.0,10451,7294403.0
Miramax Films,14.0,20156,0.0
Alliance Entertainment,10166.0,20156,0.0
Ego Film Arts,12800.0,20156,0.0
Savoy Pictures,11308.0,18395,6841570.0
Touchstone Pictures,9195.0,522,5887457.0
Twentieth Century Fox Film Corporation,306.0,397,0.0
PolyGram Filmed Entertainment,1382.0,397,0.0
Working Title Films,10163.0,397,0.0
Prufrock Pictures,34207.0,397,0.0
Columbia Pictures,5.0,10525,0.0
Castle Rock Entertainment,97.0,10525,0.0
Twentieth Century Fox Film Corporation,306.0,27985,0.0
Walt Disney Pictures,2.0,15789,35348597.0
TriStar Pictures,559.0,27303,12201255.0
Metro-Goldwyn-Mayer,21.0,21183,0.0
Italian International Film,1429.0,10954,0.0
Stéphan Films,2359.0,10954,0.0
MG,37581.0,10954,0.0
Miramax Films,14.0,72031,0.0
Fine Line Features,8.0,14275,7830611.0
Kartemquin Films,13042.0,14275,7830611.0
WingNut Films,11.0,1024,3049135.0
Miramax Films,14.0,1024,3049135.0
New Zealand Film Commission,294.0,1024,3049135.0
Fontana Productions,2306.0,1024,3049135.0
Caravan Pictures,175.0,17207,26325256.0
Hollywood Pictures,915.0,17207,26325256.0
Columbia Pictures,5.0,13701,0.0
Majestic Films International,2630.0,13701,0.0
Icon Entertainment International,4564.0,13701,0.0
Walt Disney Pictures,2.0,14819,17689177.0
Caravan Pictures,175.0,14819,17689177.0
Universal Pictures,33.0,32631,0.0
Bregman/Baer Productions,11393.0,32631,0.0
Paramount Pictures,4.0,11777,0.0
Geffen Pictures,360.0,628,223664608.0
Merchant Ivory Productions,2370.0,87729,2474000.0
Touchstone Pictures,9195.0,87729,2474000.0
Caravan Pictures,175.0,18713,0.0
Touchstone Pictures,9195.0,18713,0.0
Universal Pictures,33.0,6280,37000000.0
Northern Lights Entertainment,8816.0,6280,37000000.0
Fountainbridge Films,414.0,9061,0.0
Warner Bros.,6194.0,9061,0.0
Lee Rich Productions,36854.0,9061,0.0
Walt Disney Pictures,2.0,37108,0.0
Trimark Pictures,4063.0,37108,0.0
Twentieth Century Fox Film Corporation,306.0,6071,0.0
Lucasfilm,1.0,11,775398007.0
Twentieth Century Fox Film Corporation,306.0,11,775398007.0
Columbia Pictures,5.0,9587,0.0
Warner Bros.,6194.0,19101,0.0
Channel Four Films,181.0,49980,0.0
Parallax Pictures,983.0,49980,0.0
MK2 Productions,9209.0,17961,0.0
Aviacsa,84803.0,18183,21665468.0
Cinevista,84804.0,18183,21665468.0
Bedford Falls Productions,348.0,4476,160638883.0
TriStar Pictures,559.0,4476,160638883.0
Pangaea,1656.0,4476,160638883.0
Universal Pictures,33.0,11008,0.0
Fine Line Features,8.0,47504,0.0
New Line Cinema,12.0,47504,0.0
Live Entertainment,285.0,47504,0.0
Channel Four Films,181.0,32325,0.0
Cineville,2832.0,32325,0.0
Home Box Office (HBO),3268.0,32325,0.0
Showcase Entertaiment Inc.,36836.0,32325,0.0
Warner Bros.,6194.0,43742,0.0
Paramount Pictures,4.0,28313,7603766.0
Channel Four Films,181.0,11318,0.0
Samuel Goldwyn Company,798.0,11318,0.0
Close Call Films,23022.0,11318,0.0
American Zoetrope,70.0,3036,112006296.0
TriStar Pictures,559.0,3036,112006296.0
Walt Disney Pictures,2.0,40490,0.0
TriStar Pictures,559.0,24070,0.0
Paramount Pictures,4.0,8986,18137661.0
The Kennedy/Marshall Company,862.0,8986,18137661.0
Twentieth Century Fox Film Corporation,306.0,10510,46264384.0
Hollywood Pictures,915.0,17402,5.0
American Zoetrope,70.0,38722,0.0
American Playhouse,3906.0,38722,0.0
Majestic Films International,20928.0,38722,0.0
Newcomb Productions,89873.0,38722,0.0
Wolper Organization,2428.0,8438,17381942.0
Warner Bros.,6194.0,8438,17381942.0
Paramount Pictures,4.0,11593,0.0
Capella International,594.0,11593,0.0
Cinehaus,761.0,11593,0.0
Twentieth Century Fox Film Corporation,306.0,1945,106683817.0
Egg Pictures,802.0,1945,106683817.0
PolyGram Filmed Entertainment,1382.0,1945,106683817.0
40 Acres & A Mule Filmworks,4319.0,39310,0.0
TOEI,7260.0,109560,0.0
Distant Justice Joint Venture,42935.0,109560,0.0
Metrodome Films,11139.0,56428,0.0
Filmwerks,7954.0,63105,0.0
Imperial Entertainment,21437.0,63105,0.0
Triumph Films,23098.0,131957,0.0
Regency Enterprises,508.0,241,50282766.0
Alcor Films,644.0,241,50282766.0
Ixtlan,4198.0,241,50282766.0
Warner Bros.,6194.0,241,50282766.0
New Regency Pictures,10104.0,241,50282766.0
J D Productions,68551.0,241,50282766.0
TriStar Pictures,559.0,9058,0.0
Avalon Studios,293.0,527,2201126.0
New Zealand Film Commission,294.0,527,2201126.0
New Zealand On Air,295.0,527,2201126.0
