id,name,id_pelicula,revenue,budget
169452,DragonHeart Collection,8840,115267375.0,57000000.0
36694,Bloodsport Collection,25087,684351.0,0.0
158391,The Apu Collection,5801,536364.0,0.0
158391,The Apu Collection,896,16000.0,0.0
144146,Lemmy Caution Collection,8072,0.0,220000.0
143766,The Substitute Collection,20762,0.0,0.0
52888,The Visitors Collection,11687,0.0,0.0
23026,Ghost in the Shell Collection,9323,2287714.0,0.0
529,Wallace & Gromit Collection,532,0.0,0.0
116661,The Arrival Collection,10547,14048372.0,25000000.0
303969,"Martin Scorsese’s World Cinema Project, Vol. 1",77771,0.0,0.0
424202,Trainspotting Collection,627,16491080.0,4000000.0
304378,Independence Day Collection,602,816969268.0,75000000.0
97456,The Hunchback of Notre Dame Collection,10545,100138851.0,100000000.0
86028,The Nutty Professor Collection,9327,128769345.0,54000000.0
224478,The Brady Bunch Collection,12606,0.0,0.0
9436,The Crow Collection,10546,17917287.0,13000000.0
115142,Tales from the Crypt Collection,9431,5600000.0,15000000.0
115838,Escape From ... Collection,10061,42277365.0,50000000.0
230,The Godfather Collection,238,245066411.0,6000000.0
269098,Police Story Collection,11134,20483423.0,900000.0
269098,Police Story Collection,38955,0.0,0.0
19163,The Land Before Time Collection,19004,0.0,0.0
91361,Halloween Collection,10987,15116634.0,5000000.0
4438,The Space Odyssey Series,62,68700000.0,10500000.0
47814,The Thin Man Collection,3529,1423000.0,226408.0
261590,Living Dead Collection,10331,30000000.0,114000.0
242765,In the Line of Duty Collection,39448,0.0,0.0
10709,The Mighty Ducks Collection,10680,22955097.0,0.0
87232,The Apple Dumpling Gang Collection,18660,0.0,0.0
181496,Davy Crockett Collection,35115,0.0,0.0
90348,Witch Mountain Collection,14821,20000000.0,0.0
12087,Herbie Collection,14136,0.0,0.0
12087,Herbie Collection,10869,0.0,0.0
216395,Parent Trap Collection,19186,0.0,0.0
43058,Homeward Bound Collection,6878,0.0,0.0
294519,The Shaggy Dog Collection,15944,0.0,0.0
55419,Cinderella Collection,11224,263591415.0,2900000.0
271668,Caballeros Collection,15947,0.0,0.0
100970,The Fox and the Hound Collection,10948,29800000.0,12000000.0
355490,Freeway Collection,11229,0.0,3000000.0
1570,Die Hard Collection,562,140767956.0,28000000.0
124935,The Lawnmower Man Collection,10163,32101000.0,10000000.0
86027,Aladdin Collection,11238,0.0,0.0
86058,Dirty Dancing Collection,88,213954274.0,6000000.0
118221,Weekend at Bernie's Collection,8491,30218387.0,6500000.0
86336,Basic Instinct Collection,402,352927224.0,49000000.0
115225,Children of the Corn Collection,25750,0.0,0.0
937,The Pink Panther (Original) Collection,11843,41833347.0,5000000.0
115838,Escape From ... Collection,1103,50244700.0,6000000.0
174218,The Howling Collection,11298,17985893.0,1000000.0
39460,The Water of the Hills Collection,4480,0.0,4940939.0
39460,The Water of the Hills Collection,4481,0.0,0.0
529,Wallace & Gromit Collection,531,0.0,0.0
153948,Best of the Best Collection,36555,0.0,0.0
33071,Cheech & Chong Collection,11455,41590893.0,0.0
10,Star Wars Collection,1891,538400000.0,18000000.0
84,Indiana Jones Collection,85,389925971.0,18000000.0
8091,Alien Collection,679,183316455.0,18500000.0
48317,The Man With No Name Collection,429,6000000.0,1200000.0
10,Star Wars Collection,1892,572700000.0,32350000.0
8091,Alien Collection,348,104931801.0,11000000.0
1960,Evil Dead Collection,766,0.0,11000000.0
119674,Psycho Collection,539,32000000.0,806948.0
112636,The Blues Brothers Collection,525,115229890.0,27000000.0
230,The Godfather Collection,240,47542841.0,13000000.0
529,Wallace & Gromit Collection,530,0.0,0.0
330605,The Sting Collection,9277,159616327.0,5500000.0
528,The Terminator Collection,218,78371200.0,6400000.0
359005,The Jake Gittes Collection,829,30000000.0,6000000.0
1960,Evil Dead Collection,765,5923044.0,3600000.0
264,Back to the Future Collection,105,381109762.0,19000000.0
8050,Highlander Collection,8009,5900000.0,16000000.0
55427,Fantasia Collection,756,83320000.0,2280000.0
173344,Qatsi Collection,11314,1723872.0,0.0
84,Indiana Jones Collection,89,474171806.0,48000000.0
8091,Alien Collection,8077,159773545.0,50000000.0
397842,The Amityville Horror Collection,41671,0.0,0.0
397842,The Amityville Horror Collection,27214,6333135.0,0.0
397842,The Amityville Horror Collection,52263,0.0,0.0
397842,The Amityville Horror Collection,33519,0.0,1500000.0
397842,The Amityville Horror Collection,16235,12534817.0,0.0
397842,The Amityville Horror Collection,11449,86432000.0,0.0
397842,The Amityville Horror Collection,41848,0.0,0.0
422193,The Blob Collection,8851,0.0,240000.0
218406,Frankenstein (Universal Series),229,0.0,393750.0
98580,Candyman Collection,9529,25792310.0,6000000.0
257053,Carrie Collection,7340,33800000.0,1800000.0
8581,A Nightmare on Elm Street Collection,377,25504513.0,1800000.0
10919,The Omen Collection,794,60922980.0,2800000.0
498,Heart of Gold Collection,145,3803298.0,0.0
115570,Star Trek: The Next Generation Collection,199,150000000.0,46000000.0
307637,Jingle All the Way Collection,9279,129832389.0,60000000.0
105629,Paradise Lost Collection,17204,0.0,0.0
124916,101 Dalmatians (Live-Action) Collection,11674,320689294.0,54000000.0
1570,Die Hard Collection,1573,240031094.0,70000000.0
151,Star Trek: The Original Series Collection,152,139000000.0,35000000.0
151,Star Trek: The Original Series Collection,174,96900000.0,27000000.0
151,Star Trek: The Original Series Collection,172,70200000.0,30000000.0
151,Star Trek: The Original Series Collection,154,96800000.0,12000000.0
151,Star Trek: The Original Series Collection,157,87000000.0,18000000.0
151,Star Trek: The Original Series Collection,168,133000000.0,24000000.0
120794,Batman Collection,364,280000000.0,80000000.0
9329,Young Guns Collection,11967,44726644.0,13000000.0
9329,Young Guns Collection,9086,0.0,20000000.0
86083,Grease Collection,621,181813770.0,6000000.0
86083,Grease Collection,9037,15171476.0,13200000.0
112399,Under Siege Collection,8845,156563139.0,35000000.0
2366,The Jaws Collection,578,470654000.0,7000000.0
2366,The Jaws Collection,579,187884007.0,20000000.0
2366,The Jaws Collection,17692,87987055.0,20500000.0
2602,Scream Collection,4232,173046663.0,14000000.0
166379,Turbulence Collection,34314,11466088.0,55000000.0
269098,Police Story Collection,9404,21890845.0,0.0
393564,McHale's Navy Collection,14908,4529843.0,0.0
108693,National Lampoon's Vacation Collection,11419,36400360.0,25000000.0
86224,The Saint Collection,10003,118063304.0,68000000.0
207952,Barrytown Trilogy,11844,0.0,0.0
286162,Power Rangers Collection,6499,17979739.0,10000000.0
105995,Anaconda Collection,9360,136885767.0,45000000.0
1006,Austin Powers Collection,816,67683989.0,16500000.0
174407,Warriors of Virtue Collection,49478,0.0,0.0
259398,Teenage Apocalypse Trilogy,1811,27354.0,0.0
328,Jurassic Park Collection,330,229074524.0,73000000.0
331475,Shiloh Collection,33660,0.0,0.0
43064,Speed Collection,1639,164508066.0,160000000.0
120794,Batman Collection,415,238207122.0,125000000.0
182923,Tetsuo Collection,17991,0.0,0.0
86055,Men In Black Collection,607,589390539.0,90000000.0
43055,Conan the Barbarian Collection,9387,79114085.0,20000000.0
126221,George of the Jungle Collection,10603,0.0,55000000.0
97445,Air Bud Collection,20737,23144499.0,3000000.0
9328,Free Willy Collection,18519,0.0,0.0
10721,Mimic Collection,4961,25480490.0,30000000.0
192492,The Jack Ryan Collection,1669,199200000.0,30000000.0
142680,Alex Cross Collection,9437,60527873.0,27000000.0
135489,Wishmaster Collection,10351,15719109.0,5000000.0
3601,I Know What You Did Last Summer Collection,3597,125586134.0,17000000.0
103372,Mr. Bean Collection,1281,251212670.0,18000000.0
10522,Starship Troopers Collection,563,121214377.0,105000000.0
9818,Mortal Kombat Collection,9823,51376861.0,30000000.0
8091,Alien Collection,8078,162000000.0,70000000.0
372479,Les Boys,42832,0.0,0.0
9888,Home Alone Collection,9714,79082515.0,32000000.0
2602,Scream Collection,4233,172363301.0,24000000.0
645,James Bond Collection,714,333011068.0,110000000.0
351886,The Postman Collection,9922,17626234.0,80000000.0
71458,3 Ninjas Collection,32302,0.0,0.0
9068,The Prophecy Collection,9033,0.0,0.0
112636,The Blues Brothers Collection,11568,14051384.0,28000000.0
134011,The Fugitive / U.S. Marshals Collection,11808,102367405.0,60000000.0
33059,Wild Things Collection,617,67200000.0,20000000.0
350402,Barney Collection,17644,0.0,0.0
221966,The Odd Couple Collection,27472,0.0,0.0
9887,Species Collection,10216,19165560.0,35000000.0
97771,Major League Collection,9771,3572443.0,0.0
378453,Henry Fool Collection,37410,1334786.0,0.0
87236,Mulan Collection,10674,304320254.0,90000000.0
19387,The X-Files Collection,846,189198313.0,66000000.0
3169,Dr. Dolittle Collection,3050,294456605.0,71000000.0
945,Lethal Weapon Collection,944,285444603.0,140000000.0
155474,French Connection Collection,1051,41158757.0,1800000.0
1575,Rocky Collection,1366,117235147.0,1000000.0
8581,A Nightmare on Elm Street Collection,10014,29999213.0,3000000.0
8581,A Nightmare on Elm Street Collection,10072,44793222.0,5000000.0
8581,A Nightmare on Elm Street Collection,10131,72500000.0,7000000.0
8581,A Nightmare on Elm Street Collection,10160,22168359.0,8000000.0
8581,A Nightmare on Elm Street Collection,11284,34872033.0,11000000.0
9735,Friday the 13th Collection,4488,59754601.0,550000.0
9735,Friday the 13th Collection,9725,21722776.0,1250000.0
9735,Friday the 13th Collection,9728,36690067.0,4000000.0
9735,Friday the 13th Collection,9730,32980880.0,2600000.0
9735,Friday the 13th Collection,9731,21930418.0,2200000.0
9735,Friday the 13th Collection,10225,19472057.0,3000000.0
9735,Friday the 13th Collection,10281,19170001.0,2800000.0
9735,Friday the 13th Collection,10283,14000000.0,5000000.0
91361,Halloween Collection,948,70000000.0,300000.0
91361,Halloween Collection,11281,25533818.0,2500000.0
91361,Halloween Collection,10676,14400000.0,2500000.0
91361,Halloween Collection,11357,17768757.0,5000000.0
91361,Halloween Collection,11361,11642254.0,5000000.0
123255,Prom Night Collection,36599,14796236.0,1000000.0
123255,Prom Night Collection,39929,2683519.0,0.0
123255,Prom Night Collection,41828,0.0,0.0
123255,Prom Night Collection,41769,0.0,0.0
10455,Child's Play Collection,10585,44196684.0,9000000.0
10455,Child's Play Collection,11186,35763605.0,13000000.0
10455,Child's Play Collection,11187,20560255.0,13000000.0
10453,Poltergeist Collection,609,122200000.0,10700000.0
10453,Poltergeist Collection,11133,40996665.0,19000000.0
10453,Poltergeist Collection,10306,14144000.0,10500000.0
12263,The Exorcist Collection,9552,441306145.0,8000000.0
12263,The Exorcist Collection,11586,30749142.0,14000000.0
12263,The Exorcist Collection,11587,39024251.0,0.0
945,Lethal Weapon Collection,941,120207127.0,15000000.0
945,Lethal Weapon Collection,942,227853986.0,25000000.0
945,Lethal Weapon Collection,943,321731527.0,35000000.0
89151,The Gremlins Collection,927,153083102.0,11000000.0
89151,The Gremlins Collection,928,41482207.0,50000000.0
1657,Zorro Collection,9342,250288523.0,95000000.0
264,Back to the Future Collection,165,332000000.0,40000000.0
264,Back to the Future Collection,196,244527583.0,40000000.0
372257,The Poseidon Adventure Collection,551,84563118.0,5000000.0
294468,Flubber Collection,17984,0.0,0.0
87232,The Apple Dumpling Gang Collection,22328,0.0,0.0
87250,Bambi Collection,3170,267447150.0,858000.0
230,The Godfather Collection,242,136766062.0,54000000.0
297143,Dexter Riley Collection,29228,0.0,0.0
10709,The Mighty Ducks Collection,11164,45610410.0,0.0
12087,Herbie Collection,12129,0.0,0.0
12087,Herbie Collection,14140,0.0,0.0
72119,"Honey, I Shrunk the Kids Collection",11158,58662452.0,40000000.0
72119,"Honey, I Shrunk the Kids Collection",9354,222724172.0,32000000.0
97459,The Jungle Book Collection,9325,205843612.0,4000000.0
97460,Lady and the Tramp Collection,10340,93600000.0,0.0
33085,The Little Mermaid Collection,10144,222300000.0,40000000.0
10709,The Mighty Ducks Collection,10414,50752337.0,10000000.0
256377,The Muppet Collection,10437,27281507.0,0.0
100693,101 Dalmatians (Animated) Collection,12230,215880014.0,4000000.0
55422,Peter Pan Collection,10693,87404651.0,4000000.0
57971,The Rescuers Collection,11135,47431461.0,37931000.0
57971,The Rescuers Collection,11319,71215869.0,1200000.0
90348,Witch Mountain Collection,14822,16393000.0,0.0
86027,Aladdin Collection,15969,0.0,0.0
294519,The Shaggy Dog Collection,15943,0.0,0.0
294468,Flubber Collection,19762,0.0,0.0
248126,Splash Collection,2619,69821334.0,8000000.0
63043,TRON Collection,97,33000000.0,17000000.0
91361,Halloween Collection,11675,55041738.0,17000000.0
84,Indiana Jones Collection,87,333000000.0,28000000.0
141290,The Lord of the Rings Animated Collection,123,30471420.0,4000000.0
115225,Children of the Corn Collection,10823,14000000.0,800000.0
140910,All Dogs Go to Heaven Collection,11497,27100027.0,13800000.0
11716,Addams Family Collection,2907,191502426.0,30000000.0
263193,Charlotte's Web Collection,15171,0.0,0.0
141292,The Secret Of NIMH Collection,11704,14665733.0,7000000.0
8783,Fievel Collection,4978,84542002.0,9000000.0
8783,Fievel Collection,10380,40766041.0,0.0
102782,House Collection,11415,0.0,3000000.0
102782,House Collection,37530,7800000.0,0.0
87805,The Gods Must Be Crazy Collection,8393,60000000.0,5000000.0
87805,The Gods Must Be Crazy Collection,11937,0.0,0.0
97445,Air Bud Collection,21661,10224116.0,0.0
143755,Henry: Portrait of a Serial Killer Collection,39930,0.0,0.0
143755,Henry: Portrait of a Serial Killer Collection,10692,0.0,111000.0
264338,Rosemary's Baby Collection,805,33395426.0,3200000.0
91430,The Neverending Story Collection,34584,20158808.0,27000000.0
91430,The Neverending Story Collection,34636,16283667.0,32000000.0
47983,Killer Tomatoes! Collection,2182,0.0,90000.0
735,Blade Collection,36647,131183530.0,45000000.0
432,Cube Collection,431,501818.0,250000.0
90863,Rush Hour Collection,2109,244386864.0,33000000.0
52760,Urban Legend,9877,72527595.0,14000000.0
479888,The Thing Collection,1091,19629760.0,15000000.0
4438,The Space Odyssey Series,4437,40400657.0,28000000.0
10455,Child's Play Collection,11932,50671850.0,25000000.0
348843,Vampires Collection,9945,0.0,20000000.0
100286,Elizabeth Collection,4518,82150642.0,30000000.0
3601,I Know What You Did Last Summer Collection,3600,40002112.0,65000000.0
374384,Stepford Collection,12223,0.0,0.0
57129,Rugrats Collection,14444,100491683.0,30000000.0
374509,Godzilla (Showa) Collection,1678,0.0,1000000.0
374511,Godzilla (Heisei) Collection,39256,4100000.0,2000000.0
374509,Godzilla (Showa) Collection,1680,0.0,0.0
135495,King Kong (1933 series),244,10000000.0,672000.0
135498,King Kong (1976 series),10730,90614445.0,23000000.0
135498,King Kong (1976 series),31947,4711220.0,10000000.0
104833,Fletch Collection,9749,59612888.0,8000000.0
104833,Fletch Collection,14628,35150960.0,8045760.0
43055,Conan the Barbarian Collection,9626,6948633.0,17900000.0
645,James Bond Collection,707,152427960.0,30000000.0
9338,Police Academy Collection,9336,146198896.0,4500000.0
9338,Police Academy Collection,10157,55600000.0,0.0
9338,Police Academy Collection,12118,43579163.0,0.0
9338,Police Academy Collection,10587,28061343.0,0.0
9338,Police Academy Collection,11825,19510371.0,0.0
9338,Police Academy Collection,11895,11567217.0,0.0
9435,Babe Collection,9447,69131860.0,90000000.0
115570,Star Trek: The Next Generation Collection,200,118000000.0,70000000.0
5039,Rambo Collection,1369,300400432.0,44000000.0
5039,Rambo Collection,1368,125212904.0,15000000.0
5039,Rambo Collection,1370,189015611.0,63000000.0
89264,Romancing the Stone Collection,10303,96773200.0,25000000.0
89264,Romancing the Stone Collection,9326,86572238.0,10000000.0
86307,Cocoon Collection,10328,85313124.0,0.0
86307,Cocoon Collection,11285,25024919.0,17500000.0
1575,Rocky Collection,1367,200182160.0,7000000.0
1575,Rocky Collection,1371,270000000.0,17000000.0
1575,Rocky Collection,1374,300473716.0,31000000.0
1575,Rocky Collection,1375,119946358.0,42000000.0
8580,The Karate Kid Collection,1885,90815558.0,8000000.0
8580,The Karate Kid Collection,8856,115103979.0,113.0
8580,The Karate Kid Collection,10495,38956288.0,0.0
108693,National Lampoon's Vacation Collection,5825,71320000.0,27000000.0
340623,The Gate Collection,6917,0.0,2500000.0
340623,The Gate Collection,40729,0.0,0.0
123213,The Fly (1958 series),11815,3000000.0,700000.0
109609,The Fly Collection,9426,60629159.0,15000000.0
109609,The Fly Collection,10344,38903179.0,0.0
111751,Texas Chainsaw Massacre Collection,30497,30859000.0,85000.0
111751,Texas Chainsaw Massacre Collection,16337,8025872.0,4700000.0
111751,Texas Chainsaw Massacre Collection,25018,5765562.0,0.0
111751,Texas Chainsaw Massacre Collection,16780,185898.0,600000.0
9332,Crocodile Dundee Collection,9671,328203506.0,5000000.0
9332,Crocodile Dundee Collection,9396,239606210.0,0.0
387219,The Hustler Collection,11873,52293982.0,13800000.0
387618,8MM Collection,8224,96618699.0,40000000.0
10789,Pet Sematary Collection,8913,57469467.0,11500000.0
10789,Pet Sematary Collection,10906,17092453.0,8000000.0
115225,Children of the Corn Collection,25748,6980986.0,900000.0
115225,Children of the Corn Collection,25749,0.0,0.0
33938,Airport Collection,10671,100489151.0,10000000.0
33938,Airport Collection,27932,47000000.0,3000000.0
33938,Airport Collection,7227,30000000.0,6000000.0
124934,Alligator Collection,33518,0.0,1500000.0
166698,Westworld Collection,2362,0.0,0.0
1709,Planet of the Apes Original Collection,871,33395426.0,5800000.0
1709,Planet of the Apes Original Collection,1685,18999718.0,3000000.0
1709,Planet of the Apes Original Collection,1705,8844595.0,1700000.0
1709,Planet of the Apes Original Collection,1688,9700000.0,1700000.0
1709,Planet of the Apes Original Collection,1687,12348905.0,2500000.0
33938,Airport Collection,29723,13015688.0,14000000.0
372257,The Poseidon Adventure Collection,31638,0.0,0.0
110127,Analyze Collection,9535,176885658.0,80000000.0
52789,Cruel Intentions Collection,796,75902208.0,10500000.0
257053,Carrie Collection,7341,17762705.0,21000000.0
2344,The Matrix Collection,603,463517383.0,63000000.0
1733,The Mummy Collection,564,415885488.0,80000000.0
205860,The Black Mask Collection,9460,0.0,0.0
10,Star Wars Collection,1893,924317558.0,115000000.0
221544,The Mummy (Universal Series),15849,0.0,196000.0
138965,The Mummy (Hammer Series),18990,0.0,0.0
221544,The Mummy (Universal Series),29242,0.0,0.0
221544,The Mummy (Universal Series),29243,0.0,0.0
221544,The Mummy (Universal Series),31498,0.0,0.0
221544,The Mummy (Universal Series),29239,0.0,0.0
8537,Superman Collection,1924,300218018.0,55000000.0
8537,Superman Collection,8536,190458706.0,54000000.0
8537,Superman Collection,9531,75850624.0,39000000.0
8537,Superman Collection,11411,19300000.0,17000000.0
221539,Dracula (Universal Series),138,1012189.0,355000.0
221539,Dracula (Universal Series),30793,0.0,0.0
218406,Frankenstein (Universal Series),3103,0.0,0.0
218406,Frankenstein (Universal Series),3035,12000000.0,291000.0
218406,Frankenstein (Universal Series),3077,0.0,0.0
218406,Frankenstein (Universal Series),3074,0.0,0.0
259027,The Wolf Man (Universal Series),3076,0.0,0.0
123720,Frankenstein (Hammer Series),3079,0.0,0.0
221539,Dracula (Universal Series),32023,0.0,0.0
259027,The Wolf Man (Universal Series),13666,0.0,0.0
174218,The Howling Collection,29794,0.0,0.0
281644,Rocky Horror Collection,36685,112892319.0,1200000.0
87228,Swamp Thing Collection,17918,0.0,3000000.0
1006,Austin Powers Collection,817,310940086.0,33000000.0
106768,Tarzan (Animation) Collection,37135,448000000.0,150000000.0
2806,American Pie Collection,2105,235483004.0,11000000.0
104068,Tales of the Four Seasons,10239,0.0,0.0
256377,The Muppet Collection,10208,16290976.0,24000000.0
64750,Blair Witch Collection,2667,248000000.0,60000.0
97768,Lake Placid Collection,9825,56870414.0,27000000.0
2980,Ghostbusters Collection,620,295212467.0,30000000.0
2980,Ghostbusters Collection,2978,215394738.0,37000000.0
237445,Inspector Gadget Collection,332,0.0,75000000.0
185682,The Adventures of Antoine Doinel,147,0.0,0.0
135502,Allan Quatermain Collection,9710,0.0,0.0
10919,The Omen Collection,10766,26518355.0,6800000.0
10919,The Omen Collection,10768,20471382.0,0.0
91663,Airplane Collection,813,83453539.0,3500000.0
91663,Airplane Collection,2665,27150534.0,0.0
108693,National Lampoon's Vacation Collection,11418,49364621.0,0.0
108693,National Lampoon's Vacation Collection,11153,61399552.0,15000000.0
180854,Problem Child Collection,11077,0.0,0.0
180854,Problem Child Collection,28597,0.0,0.0
201873,A Christmas Story Collection,850,19294144.0,0.0
10713,Universal Soldier Collection,10366,10667893.0,45000000.0
10713,Universal Soldier Collection,9349,0.0,23000000.0
123251,Iron Eagle Collection,11037,0.0,0.0
123251,Iron Eagle Collection,11955,0.0,0.0
123251,Iron Eagle Collection,2038,0.0,0.0
123251,Iron Eagle Collection,28737,0.0,0.0
189295,The Spiders Serial,91893,0.0,0.0
143757,Stir of Echoes Collection,11601,21133087.0,12000000.0
98168,Fright Night Collection,11797,24922237.0,9000000.0
98168,Fright Night Collection,18086,2983784.0,0.0
146136,Armour of God Collection,10975,0.0,0.0
146136,Armour of God Collection,10974,0.0,15000000.0
47770,Phantasm Collection,9638,11988469.0,300000.0
119674,Psycho Collection,10576,34725000.0,5000000.0
119674,Psycho Collection,12662,14481606.0,0.0
12203,Drunken Master Collection,11230,0.0,0.0
124492,The Dirty Dozen Collection,1654,45300000.0,5400000.0
645,James Bond Collection,658,124881062.0,2500000.0
645,James Bond Collection,657,78898765.0,2000000.0
645,James Bond Collection,646,59600000.0,950000.0
59586,The Blue Lagoon collection,5689,58853106.0,4500000.0
48317,The Man With No Name Collection,391,14500000.0,200000.0
9888,Home Alone Collection,772,358991681.0,18000000.0
380822,Penitenciaría - Colección,65448,0.0,0.0
380822,Penitenciaría - Colección,65452,0.0,0.0
122947,Omega Code Series,29064,2400000.0,0.0
381396,Bats Collection,10496,10.0,0.0
243598,The Best Man Collection,16162,34573780.0,9000000.0
89188,Harry Palmer Collection,15247,0.0,0.0
391047,On Any Sunday Collection,29251,0.0,0.0
5547,RoboCop Collection,5548,53000000.0,13000000.0
5547,RoboCop Collection,5549,45681173.0,35000000.0
645,James Bond Collection,699,195312802.0,28000000.0
645,James Bond Collection,709,156167015.0,32000000.0
645,James Bond Collection,253,161777836.0,7000000.0
645,James Bond Collection,660,141195658.0,5500000.0
248339,House on Haunted Hill Collection,11377,40846082.0,19000000.0
98036,Re-Animator Collection,18111,0.0,2000000.0
107725,Creepshow Collection,16281,21028755.0,8000000.0
107725,Creepshow Collection,16288,14000000.0,3500000.0
98036,Re-Animator Collection,1694,2023414.0,900000.0
212279,Piranha Collection,24831,0.0,660000.0
398740,Mister Roberts Collection,37853,0.0,0.0
48037,Meatballs Collection,14035,0.0,0.0
48037,Meatballs Collection,40771,0.0,0.0
48037,Meatballs Collection,40772,0.0,0.0
48037,Meatballs Collection,40773,0.0,0.0
34055,Pokémon Collection,10228,163644662.0,30000000.0
207952,Barrytown Trilogy,11663,0.0,0.0
48188,Poison Ivy Collection,9264,0.0,0.0
48188,Poison Ivy Collection,18222,0.0,0.0
95051,The Up Series,20565,0.0,0.0
