id_pelicula,popularity,vote_average,vote_count,release_year,budget,revenue,genre_id,collection_id,director_id
9598,14.404764,6.0,756.0,1995,30000000.0,254134910.0,35.0,9435.0,58137.0
9598,14.404764,6.0,756.0,1995,30000000.0,254134910.0,10751.0,9435.0,58137.0
687,6.891317,7.3,350.0,1995,11000000.0,39363635.0,18.0,0.0,504.0
33689,7.777735,6.1,149.0,1995,0.0,0.0,35.0,0.0,17167.0
33689,7.777735,6.1,149.0,1995,0.0,0.0,10751.0,0.0,17167.0
33689,7.777735,6.1,149.0,1995,0.0,0.0,10749.0,0.0,17167.0
9603,9.882383,6.9,828.0,1995,12000000.0,0.0,35.0,0.0,57434.0
9603,9.882383,6.9,828.0,1995,12000000.0,0.0,18.0,0.0,57434.0
9603,9.882383,6.9,828.0,1995,12000000.0,0.0,10749.0,0.0,57434.0
31174,4.561387,6.9,50.0,1995,0.0,0.0,18.0,0.0,33315.0
31174,4.561387,6.9,50.0,1995,0.0,0.0,10752.0,0.0,33315.0
11443,9.87957,6.6,80.0,1995,10000000.0,0.0,28.0,0.0,11447.0
11443,9.87957,6.6,80.0,1995,10000000.0,0.0,28.0,0.0,11448.0
11443,9.87957,6.6,80.0,1995,10000000.0,0.0,80.0,0.0,11447.0
11443,9.87957,6.6,80.0,1995,10000000.0,0.0,80.0,0.0,11448.0
11443,9.87957,6.6,80.0,1995,10000000.0,0.0,18.0,0.0,11447.0
11443,9.87957,6.6,80.0,1995,10000000.0,0.0,18.0,0.0,11448.0
11443,9.87957,6.6,80.0,1995,10000000.0,0.0,36.0,0.0,11447.0
11443,9.87957,6.6,80.0,1995,10000000.0,0.0,36.0,0.0,11448.0
9312,10.870138,5.4,452.0,1995,18000000.0,122195920.0,28.0,9818.0,4014.0
9312,10.870138,5.4,452.0,1995,18000000.0,122195920.0,14.0,9818.0,4014.0
577,10.448481,6.7,177.0,1995,20000000.0,21284514.0,14.0,0.0,5216.0
577,10.448481,6.7,177.0,1995,20000000.0,21284514.0,18.0,0.0,5216.0
577,10.448481,6.7,177.0,1995,20000000.0,21284514.0,35.0,0.0,5216.0
577,10.448481,6.7,177.0,1995,20000000.0,21284514.0,53.0,0.0,5216.0
11861,4.485958,6.5,38.0,1995,10000000.0,23574130.0,18.0,0.0,3047.0
11861,4.485958,6.5,38.0,1995,10000000.0,23574130.0,10749.0,0.0,3047.0
807,18.45743,8.1,5915.0,1995,33000000.0,327311859.0,80.0,0.0,7467.0
807,18.45743,8.1,5915.0,1995,33000000.0,327311859.0,9648.0,0.0,7467.0
807,18.45743,8.1,5915.0,1995,33000000.0,327311859.0,53.0,0.0,7467.0
10530,13.280069,6.7,1509.0,1995,55000000.0,346079773.0,12.0,136214.0,65530.0
10530,13.280069,6.7,1509.0,1995,55000000.0,346079773.0,12.0,136214.0,65531.0
10530,13.280069,6.7,1509.0,1995,55000000.0,346079773.0,16.0,136214.0,65530.0
10530,13.280069,6.7,1509.0,1995,55000000.0,346079773.0,16.0,136214.0,65531.0
10530,13.280069,6.7,1509.0,1995,55000000.0,346079773.0,18.0,136214.0,65530.0
10530,13.280069,6.7,1509.0,1995,55000000.0,346079773.0,18.0,136214.0,65531.0
10530,13.280069,6.7,1509.0,1995,55000000.0,346079773.0,10751.0,136214.0,65530.0
10530,13.280069,6.7,1509.0,1995,55000000.0,346079773.0,10751.0,136214.0,65531.0
629,16.302466,8.1,3334.0,1995,6000000.0,23341568.0,18.0,0.0,9032.0
629,16.302466,8.1,3334.0,1995,6000000.0,23341568.0,80.0,0.0,9032.0
629,16.302466,8.1,3334.0,1995,6000000.0,23341568.0,53.0,0.0,9032.0
11448,15.899134,6.7,145.0,1995,15000000.0,6700000.0,35.0,0.0,1243.0
11448,15.899134,6.7,145.0,1995,15000000.0,6700000.0,10749.0,0.0,1243.0
26441,5.982764,5.2,41.0,1995,0.0,0.0,28.0,0.0,71338.0
26441,5.982764,5.2,41.0,1995,0.0,0.0,12.0,0.0,71338.0
26441,5.982764,5.2,41.0,1995,0.0,0.0,35.0,0.0,71338.0
26441,5.982764,5.2,41.0,1995,0.0,0.0,10751.0,0.0,71338.0
9089,8.416802,6.3,39.0,1995,0.0,17519169.0,35.0,0.0,1038.0
9089,8.416802,6.3,39.0,1995,0.0,17519169.0,18.0,0.0,1038.0
9089,8.416802,6.3,39.0,1995,0.0,17519169.0,10749.0,0.0,1038.0
11010,10.168437,7.6,181.0,1994,0.0,0.0,35.0,0.0,28898.0
11010,10.168437,7.6,181.0,1994,0.0,0.0,18.0,0.0,28898.0
11010,10.168437,7.6,181.0,1994,0.0,0.0,10749.0,0.0,28898.0
11359,10.673296,5.9,136.0,1995,45000000.0,0.0,12.0,0.0,7908.0
11359,10.673296,5.9,136.0,1995,45000000.0,0.0,10751.0,0.0,7908.0
11359,10.673296,5.9,136.0,1995,45000000.0,0.0,14.0,0.0,7908.0
17182,4.733526,5.8,65.0,1996,20000000.0,0.0,18.0,0.0,19304.0
17182,4.733526,5.8,65.0,1996,20000000.0,0.0,53.0,0.0,19304.0
2054,7.137117,6.9,115.0,1995,0.0,106269971.0,10402.0,0.0,18356.0
2054,7.137117,6.9,115.0,1995,0.0,106269971.0,18.0,0.0,18356.0
2054,7.137117,6.9,115.0,1995,0.0,106269971.0,10751.0,0.0,18356.0
10607,11.700115,6.2,192.0,1996,0.0,0.0,35.0,0.0,45649.0
4482,2.518051,6.0,43.0,1995,0.0,0.0,35.0,0.0,35137.0
4482,2.518051,6.0,43.0,1995,0.0,0.0,10749.0,0.0,35137.0
10634,14.56965,7.0,513.0,1995,3500000.0,28215918.0,35.0,43563.0,37932.0
755,15.339153,6.9,1644.0,1996,19000000.0,25836616.0,27.0,10924.0,2294.0
755,15.339153,6.9,1644.0,1996,19000000.0,25836616.0,28.0,10924.0,2294.0
755,15.339153,6.9,1644.0,1996,19000000.0,25836616.0,53.0,10924.0,2294.0
755,15.339153,6.9,1644.0,1996,19000000.0,25836616.0,80.0,10924.0,2294.0
28387,3.367276,7.0,36.0,1995,0.0,718490.0,35.0,0.0,5656.0
28387,3.367276,7.0,36.0,1995,0.0,718490.0,18.0,0.0,5656.0
28387,3.367276,7.0,36.0,1995,0.0,718490.0,10749.0,0.0,5656.0
9102,12.758848,6.1,154.0,1995,20000000.0,5781885.0,27.0,122017.0,25735.0
9102,12.758848,6.1,154.0,1995,20000000.0,5781885.0,878.0,122017.0,25735.0
27526,5.756462,6.1,74.0,1995,0.0,0.0,18.0,0.0,2228.0
27526,5.756462,6.1,74.0,1995,0.0,0.0,53.0,0.0,2228.0
9623,6.010579,5.5,91.0,1996,44000000.0,0.0,18.0,0.0,18069.0
9623,6.010579,5.5,91.0,1996,44000000.0,0.0,53.0,0.0,18069.0
400,4.486179,6.7,87.0,1995,8000000.0,529766.0,18.0,0.0,5501.0
400,4.486179,6.7,87.0,1995,8000000.0,529766.0,80.0,0.0,5501.0
10534,9.568604,6.3,86.0,1996,38000000.0,10300000.0,28.0,0.0,578.0
10534,9.568604,6.3,86.0,1996,38000000.0,10300000.0,18.0,0.0,578.0
17414,4.814825,5.1,59.0,1996,16000000.0,0.0,12.0,0.0,29009.0
17414,4.814825,5.1,59.0,1996,16000000.0,0.0,35.0,0.0,29009.0
17414,4.814825,5.1,59.0,1996,16000000.0,0.0,10751.0,0.0,29009.0
13997,8.963037,6.0,124.0,1996,0.0,32.0,35.0,0.0,58448.0
2086,6.848591,6.1,190.0,1995,8169363.0,8175346.0,80.0,0.0,12840.0
2086,6.848591,6.1,190.0,1995,8169363.0,8175346.0,18.0,0.0,12840.0
2086,6.848591,6.1,190.0,1995,8169363.0,8175346.0,53.0,0.0,12840.0
9095,12.866139,5.7,77.0,1996,47000000.0,12379402.0,18.0,0.0,3224.0
9095,12.866139,5.7,77.0,1996,47000000.0,12379402.0,27.0,0.0,3224.0
9095,12.866139,5.7,77.0,1996,47000000.0,12379402.0,53.0,0.0,3224.0
9095,12.866139,5.7,77.0,1996,47000000.0,12379402.0,10749.0,0.0,3224.0
9283,4.670562,6.6,103.0,1996,0.0,0.0,35.0,0.0,34849.0
9283,4.670562,6.6,103.0,1996,0.0,0.0,18.0,0.0,34849.0
9283,4.670562,6.6,103.0,1996,0.0,0.0,10749.0,0.0,34849.0
9208,14.957626,5.7,459.0,1996,50000000.0,150270147.0,28.0,0.0,11401.0
9208,14.957626,5.7,459.0,1996,50000000.0,150270147.0,12.0,0.0,11401.0
9208,14.957626,5.7,459.0,1996,50000000.0,150270147.0,18.0,0.0,11401.0
9208,14.957626,5.7,459.0,1996,50000000.0,150270147.0,53.0,0.0,11401.0
406,12.108196,7.9,695.0,1995,3000000.0,0.0,18.0,0.0,2406.0
11062,4.807223,6.0,67.0,1996,0.0,0.0,18.0,0.0,23213.0
11062,4.807223,6.0,67.0,1996,0.0,0.0,53.0,0.0,23213.0
13685,6.904831,6.8,285.0,1996,7000000.0,560069.0,35.0,0.0,5655.0
13685,6.904831,6.8,285.0,1996,7000000.0,560069.0,80.0,0.0,5655.0
13685,6.904831,6.8,285.0,1996,7000000.0,560069.0,18.0,0.0,5655.0
9614,9.592265,6.5,767.0,1996,12000000.0,41205099.0,35.0,0.0,17494.0
688,5.951077,7.3,397.0,1995,24000000.0,182016617.0,18.0,0.0,190.0
688,5.951077,7.3,397.0,1995,24000000.0,182016617.0,10749.0,0.0,190.0
10874,6.902423,6.5,93.0,1996,0.0,34327391.0,28.0,256377.0,65298.0
10874,6.902423,6.5,93.0,1996,0.0,34327391.0,35.0,256377.0,65298.0
10874,6.902423,6.5,93.0,1996,0.0,34327391.0,10402.0,256377.0,65298.0
10874,6.902423,6.5,93.0,1996,0.0,34327391.0,10751.0,256377.0,65298.0
10874,6.902423,6.5,93.0,1996,0.0,34327391.0,12.0,256377.0,65298.0
197,20.755149,7.7,3404.0,1995,72000000.0,210000000.0,28.0,0.0,2461.0
197,20.755149,7.7,3404.0,1995,72000000.0,210000000.0,18.0,0.0,2461.0
197,20.755149,7.7,3404.0,1995,72000000.0,210000000.0,36.0,0.0,2461.0
197,20.755149,7.7,3404.0,1995,72000000.0,210000000.0,10752.0,0.0,2461.0
103,14.092713,8.1,2632.0,1976,1300000.0,28262574.0,80.0,0.0,1032.0
103,14.092713,8.1,2632.0,1976,1300000.0,28262574.0,18.0,0.0,1032.0
33542,12.314278,6.5,245.0,1995,7500000.0,32392047.0,80.0,0.0,44916.0
33542,12.314278,6.5,245.0,1995,7500000.0,32392047.0,28.0,0.0,44916.0
33542,12.314278,6.5,245.0,1995,7500000.0,32392047.0,35.0,0.0,44916.0
33542,12.314278,6.5,245.0,1995,7500000.0,32392047.0,53.0,0.0,44916.0
43566,2.938293,5.8,37.0,1996,35000000.0,0.0,18.0,0.0,23393.0
43566,2.938293,5.8,37.0,1996,35000000.0,0.0,53.0,0.0,23393.0
11066,6.506983,5.4,139.0,1992,40000000.0,70100000.0,35.0,0.0,68215.0
11066,6.506983,5.4,139.0,1992,40000000.0,70100000.0,10749.0,0.0,68215.0
11104,6.778979,7.9,249.0,1994,0.0,0.0,18.0,0.0,12453.0
11104,6.778979,7.9,249.0,1994,0.0,0.0,35.0,0.0,12453.0
11104,6.778979,7.9,249.0,1994,0.0,0.0,10749.0,0.0,12453.0
2074,5.579088,6.3,66.0,1996,7000000.0,14702438.0,35.0,0.0,17883.0
2074,5.579088,6.3,66.0,1996,7000000.0,14702438.0,10749.0,0.0,17883.0
11863,11.418917,5.1,45.0,1995,50000000.0,9851610.0,28.0,0.0,15175.0
11863,11.418917,5.1,45.0,1995,50000000.0,9851610.0,53.0,0.0,15175.0
11863,11.418917,5.1,45.0,1995,50000000.0,9851610.0,9648.0,0.0,15175.0
11863,11.418917,5.1,45.0,1995,50000000.0,9851610.0,10749.0,0.0,15175.0
9101,5.184977,5.6,110.0,1996,0.0,0.0,35.0,0.0,12920.0
9302,3.402749,5.9,51.0,1996,60000000.0,0.0,18.0,0.0,18250.0
9302,3.402749,5.9,51.0,1996,60000000.0,0.0,10749.0,0.0,18250.0
11000,6.49968,6.7,303.0,1996,31000000.0,185260553.0,35.0,0.0,5342.0
9737,9.262184,6.5,1729.0,1995,19000000.0,141407024.0,28.0,14890.0,865.0
9737,9.262184,6.5,1729.0,1995,19000000.0,141407024.0,35.0,14890.0,865.0
9737,9.262184,6.5,1729.0,1995,19000000.0,141407024.0,80.0,14890.0,865.0
9737,9.262184,6.5,1729.0,1995,19000000.0,141407024.0,53.0,14890.0,865.0
10474,7.415144,7.2,472.0,1995,0.0,0.0,18.0,0.0,65390.0
10474,7.415144,7.2,472.0,1995,0.0,0.0,80.0,0.0,65390.0
568,18.761467,7.3,1637.0,1995,52000000.0,355237933.0,18.0,0.0,6159.0
11780,10.193549,6.5,151.0,1995,28000000.0,31596911.0,12.0,0.0,30365.0
34996,3.137285,6.4,46.0,1995,0.0,0.0,18.0,0.0,39104.0
34996,3.137285,6.4,46.0,1995,0.0,0.0,27.0,0.0,39104.0
414,13.321354,5.2,1529.0,1995,100000000.0,336529144.0,28.0,120794.0,5572.0
414,13.321354,5.2,1529.0,1995,100000000.0,336529144.0,80.0,120794.0,5572.0
414,13.321354,5.2,1529.0,1995,100000000.0,336529144.0,14.0,120794.0,5572.0
649,10.142662,7.3,163.0,1967,0.0,0.0,18.0,0.0,793.0
649,10.142662,7.3,163.0,1967,0.0,0.0,10749.0,0.0,793.0
1775,5.391556,5.9,57.0,1995,11000000.0,178104.0,28.0,0.0,17087.0
1775,5.391556,5.9,57.0,1995,11000000.0,178104.0,35.0,0.0,17087.0
8839,12.812539,6.0,1045.0,1995,50000000.0,287928194.0,14.0,8819.0,11887.0
8839,12.812539,6.0,1045.0,1995,50000000.0,287928194.0,35.0,8819.0,11887.0
8839,12.812539,6.0,1045.0,1995,50000000.0,287928194.0,10751.0,8819.0,11887.0
20649,4.558992,6.8,69.0,1995,25000000.0,13071518.0,9648.0,0.0,5281.0
20649,4.558992,6.8,69.0,1995,25000000.0,13071518.0,80.0,0.0,5281.0
20649,4.558992,6.8,69.0,1995,25000000.0,13071518.0,18.0,0.0,5281.0
8963,8.657365,7.0,508.0,1995,53000000.0,157387195.0,28.0,0.0,893.0
8963,8.657365,7.0,508.0,1995,53000000.0,157387195.0,53.0,0.0,893.0
8963,8.657365,7.0,508.0,1995,53000000.0,157387195.0,18.0,0.0,893.0
26564,3.620388,7.6,71.0,1994,0.0,3174695.0,99.0,0.0,17447.0
8068,6.950458,6.8,898.0,1995,7000000.0,25405445.0,53.0,9649.0,2294.0
8068,6.950458,6.8,898.0,1995,7000000.0,25405445.0,28.0,9649.0,2294.0
8068,6.950458,6.8,898.0,1995,7000000.0,25405445.0,80.0,9649.0,2294.0
8512,4.646132,6.3,88.0,1995,27000000.0,16140822.0,18.0,0.0,21712.0
8512,4.646132,6.3,88.0,1995,27000000.0,16140822.0,9648.0,0.0,21712.0
8512,4.646132,6.3,88.0,1995,27000000.0,16140822.0,53.0,0.0,21712.0
1572,15.138855,6.9,2094.0,1995,90000000.0,366101666.0,28.0,1570.0,1090.0
1572,15.138855,6.9,2094.0,1995,90000000.0,366101666.0,53.0,1570.0,1090.0
13552,7.120806,5.6,57.0,1995,0.0,0.0,28.0,259398.0,19224.0
13552,7.120806,5.6,57.0,1995,0.0,0.0,35.0,259398.0,19224.0
13552,7.120806,5.6,57.0,1995,0.0,0.0,80.0,259398.0,19224.0
13552,7.120806,5.6,57.0,1995,0.0,0.0,18.0,259398.0,19224.0
6520,15.178338,5.9,319.0,1995,55000000.0,127600435.0,28.0,0.0,3415.0
6520,15.178338,5.9,319.0,1995,55000000.0,127600435.0,12.0,0.0,3415.0
6520,15.178338,5.9,319.0,1995,55000000.0,127600435.0,18.0,0.0,3415.0
6520,15.178338,5.9,319.0,1995,55000000.0,127600435.0,10749.0,0.0,3415.0
9073,7.575098,5.5,130.0,1995,0.0,0.0,12.0,9328.0,56998.0
10428,14.810519,6.2,406.0,1995,20000000.0,7563728.0,28.0,0.0,1978.0
10428,14.810519,6.2,406.0,1995,20000000.0,7563728.0,80.0,0.0,1978.0
10428,14.810519,6.2,406.0,1995,20000000.0,7563728.0,53.0,0.0,1978.0
10428,14.810519,6.2,406.0,1995,20000000.0,7563728.0,18.0,0.0,1978.0
9886,11.715868,5.5,380.0,1995,25000000.0,19075720.0,12.0,0.0,59997.0
9886,11.715868,5.5,380.0,1995,25000000.0,19075720.0,28.0,0.0,59997.0
9886,11.715868,5.5,380.0,1995,25000000.0,19075720.0,18.0,0.0,59997.0
9886,11.715868,5.5,380.0,1995,25000000.0,19075720.0,878.0,0.0,59997.0
9886,11.715868,5.5,380.0,1995,25000000.0,19075720.0,53.0,0.0,59997.0
9482,8.184815,5.4,643.0,1995,90000000.0,113493481.0,878.0,0.0,33279.0
9344,4.877872,6.8,280.0,1995,1500000.0,7412216.0,18.0,0.0,51917.0
9344,4.877872,6.8,280.0,1995,1500000.0,7412216.0,80.0,0.0,51917.0
9071,10.058329,7.2,64.0,1995,500000.0,1148752.0,18.0,0.0,6400.0
9071,10.058329,7.2,64.0,1995,500000.0,1148752.0,35.0,0.0,6400.0
8973,4.102409,5.9,87.0,1995,0.0,0.0,9648.0,0.0,31211.0
8973,4.102409,5.9,87.0,1995,0.0,0.0,27.0,0.0,31211.0
8973,4.102409,5.9,87.0,1995,0.0,0.0,53.0,0.0,31211.0
2293,8.25547,6.8,400.0,1995,6000000.0,2122561.0,10749.0,0.0,19303.0
2293,8.25547,6.8,400.0,1995,6000000.0,2122561.0,35.0,0.0,19303.0
9070,7.024227,5.2,153.0,1995,15000000.0,66000000.0,28.0,286162.0,42111.0
9070,7.024227,5.2,153.0,1995,15000000.0,66000000.0,12.0,286162.0,42111.0
9070,7.024227,5.2,153.0,1995,15000000.0,66000000.0,878.0,286162.0,42111.0
9070,7.024227,5.2,153.0,1995,15000000.0,66000000.0,10751.0,286162.0,42111.0
9070,7.024227,5.2,153.0,1995,15000000.0,66000000.0,14.0,286162.0,42111.0
48787,2.466066,6.4,36.0,1995,2.0,1.0,53.0,0.0,58384.0
48787,2.466066,6.4,36.0,1995,2.0,1.0,10769.0,0.0,58384.0
1642,13.304342,5.6,359.0,1995,22000000.0,110627965.0,80.0,328073.0,11472.0
1642,13.304342,5.6,359.0,1995,22000000.0,110627965.0,18.0,328073.0,11472.0
1642,13.304342,5.6,359.0,1995,22000000.0,110627965.0,9648.0,328073.0,11472.0
1642,13.304342,5.6,359.0,1995,22000000.0,110627965.0,53.0,328073.0,11472.0
1642,13.304342,5.6,359.0,1995,22000000.0,110627965.0,28.0,328073.0,11472.0
11472,8.482834,5.5,171.0,1995,0.0,69660733.0,35.0,0.0,10965.0
11980,10.187623,6.4,139.0,1995,8.0,16.0,14.0,9068.0,28902.0
11980,10.187623,6.4,139.0,1995,8.0,16.0,27.0,9068.0,28902.0
11980,10.187623,6.4,139.0,1995,8.0,16.0,53.0,9068.0,28902.0
32646,8.180047,7.2,62.0,1995,0.0,0.0,18.0,0.0,16863.0
10533,6.752119,5.5,111.0,1995,50000000.0,10382407.0,18.0,0.0,8965.0
10533,6.752119,5.5,111.0,1995,50000000.0,10382407.0,36.0,0.0,8965.0
10533,6.752119,5.5,111.0,1995,50000000.0,10382407.0,10749.0,0.0,8965.0
10149,5.552946,7.2,115.0,1995,7000000.0,8349430.0,35.0,439053.0,39819.0
10149,5.552946,7.2,115.0,1995,7000000.0,8349430.0,35.0,439053.0,46391.0
10149,5.552946,7.2,115.0,1995,7000000.0,8349430.0,18.0,439053.0,39819.0
10149,5.552946,7.2,115.0,1995,7000000.0,8349430.0,18.0,439053.0,46391.0
18402,3.743212,5.7,60.0,1995,0.0,50892160.0,35.0,0.0,5306.0
9348,13.492845,5.5,457.0,1995,35000000.0,113374103.0,878.0,9887.0,21370.0
